TTFB,FCP,LCP,CLS
113.08999999891967,219.9049999981071,219.904,0
3.6450000043259934,50.02500000409782,166.405,0
3.210000002582092,39.915000001201406,39.915,0
1.524999999674037,50.40500000177417,133.54,0
1.7799999986891635,56.50499999319436,56.504,0
1.7650000008870848,56.515000003855675,139.66,0
1.5950000015436672,39.98000000137836,139.79,0
2.099999997881241,59.829999998328276,142.969,0
1.909999999043066,46.34500000247499,46.345,0
1.6600000017206185,42.30999999708729,142.014,0
3.4149999992223457,48.07499999878928,48.074,0
1.8249999993713573,51.429999999527354,134.515,0
1.8850000051315874,63.02500000310829,146.11,0
2.1199999973759986,45.89999999734573,145.659,0
1.985000002605375,54.4099999970058,137.539,0
2.2299999982351437,43.004999999538995,43.004,0
1.3099999996484257,51.74999999871943,134.89,0
1.3050000052317046,55.680000004940666,55.68,0
2.02500000159489,54.26499999884982,154.02,0
1.5300000013667159,50.065000003087334,50.065,0
1.4300000038929284,52.685000002384186,135.815,0
1.9399999946472235,46.314999999594875,46.314,0
2.3100000034901313,56.04999999923166,139.179,0
1.8199999976786785,45.89499999565305,145.66,0
1.5150000035646372,52.5950000010198,135.73,0
1.9200000024284236,62.14999999792781,62.149,0
1.574999994772952,44.904999995196704,44.904,0
2.0300000032875687,43.17000000446569,142.984,0
1.4749999972991645,50.08999999699881,50.089,0
2.355000004172325,54.47000000276603,54.47,0
1.5149999962886795,53.004999994300306,53.004,0
1.5800000037415884,44.09000000305241,44.09,0
1.6049999976530671,54.4000000008964,54.4,0
2.130000000761356,52.34499999642139,52.344,0
1.3450000042212196,38.65500000392785,138.469,0
2.10499999957392,47.440000002097804,47.44,0
2.6199999992968515,53.229999997711275,136.304,0
2.515000000130385,43.03999999683583,142.864,0
2.0750000039697625,44.84000000229571,44.84,0
1.6049999976530671,52.04999999841675,52.049,0
1.750000003085006,38.01999999996042,38.019,0
2.2349999999278225,54.0949999995064,137.224,0
2.0799999983864836,43.98500000388594,143.694,0
2.795000000332948,42.52999999880558,142.35,0
2.09500000346452,56.81000000186032,139.93,0
1.6949999990174547,36.27000000415137,36.27,0
1.6849999956320971,51.15500000101747,134.294,0
1.3249999974505045,47.78000000078464,47.78,0
1.6199999954551458,46.40500000095926,46.405,0
1.9649999958346598,50.46500000025844,50.465,0
2.18499999755295,45.53499999747146,145.349,0
1.7899999947985634,53.4849999967264,136.624,0
1.5050000001792796,45.74500000308035,45.745,0
1.9299999985378236,39.46999999607215,39.469,0
2.4349999948753975,49.4399999952293,132.524,0
1.5999999959603883,40.55499999958556,40.554,0
2.3500000024796464,43.989999998302665,127.07,0
2.1599999963655137,61.80999999924097,144.949,0
1.8749999944702722,39.474999997764826,139.294,0
1.6150000010384247,44.755000002624,144.57,0
4.079999998793937,49.88500000035856,49.885,0
2.410000000963919,52.179999998770654,151.935,0
2.770000006421469,58.66500000411179,58.665,0
1.7850000003818423,44.86999999789987,44.869,0
2.205000004323665,44.49000000022352,144.255,0
2.2849999950267375,58.96999999822583,58.969,0
1.4650000011897646,55.704999998852145,138.845,0
2.1500000002561137,44.11999999865657,44.119,0
2.4349999948753975,46.37499999807915,146.179,0
2.9500000018742867,58.63000000681495,58.63,0
1.3299999991431832,43.06499999802327,126.14,0
2.5250000035157427,50.63000000518514,150.39,0
2.8400000010151416,54.92499999672873,138.059,0
2.4799999955575913,52.41499999829102,135.549,0
2.1950000009383075,42.930000003252644,142.684,0
2.4649999977555126,61.255000000528526,144.39,0
2.370000001974404,58.320000003732275,58.32,0
2.130000000761356,51.954999995359685,51.954,0
1.8249999993713573,46.26499999722,46.264,0
4.28999999712687,49.96499999833759,49.964,0
1.640000002225861,45.635000002221204,45.635,0
4.030000003695022,48.90500000328757,48.905,0
2.179999995860271,46.89499999949476,46.894,0
2.6400000060675666,48.465000007126946,148.225,0
1.870000000053551,53.534999999101274,136.669,0
1.830000001064036,60.83999999827938,60.839,0
2.1200000046519563,45.76500000257511,45.765,0
4.690000001573935,49.41999999573454,49.419,0
1.5149999962886795,38.84499999549007,38.844,0
1.4099999971222132,44.93499999807682,44.934,0
2.6150000048801303,48.83500000141794,48.835,0
2.4699999994481914,50.739999998768326,150.495,0
1.4400000000023283,53.77500000031432,53.775,0
3.5349999961908907,49.989999999525025,133.125,0
2.410000000963919,46.71499999676598,146.469,0
2.2800000006100163,43.1349999998929,142.894,0
2.2749999989173375,41.4699999964796,124.555,0
1.7000000007101335,51.14499999763211,51.144,0
1.5149999962886795,44.515000001410954,44.515,0

