TTFB,FCP,LCP,CLS
52.96999999700347,195.00500000140164,361.274,0
3.505000000586733,52.45000000286382,135.585,0
4.464999998162966,51.69500000192784,134.83,0
1.520000005257316,52.23000000114553,151.99,0
1.759999999194406,52.20000000554137,151.965,0
1.9699999975273386,44.78999999992084,127.975,0
2.0350000049802475,57.78999999893131,140.924,0
2.1249999990686774,53.70499999844469,170.095,0
1.9350000002305023,53.10499999905005,136.229,0
1.8999999956577085,45.01999999774853,128.154,0
1.4700000028824434,117.97500000102445,117.975,0
1.7250000018975697,45.44999999779975,128.59,0
1.8249999993713573,52.7349999974831,135.869,0
2.210000006016344,51.340000005438924,134.475,0
1.7399999996996485,54.14500000188127,153.904,0
1.7750000042724423,54.67499999940628,154.439,0
1.729999996314291,54.38499999581836,154.194,0
1.6749999995226972,53.77500000031432,153.545,0
1.830000001064036,45.97500000090804,129.11,0
2.3599999985890463,56.57000000064727,156.334,0
2.0700000022770837,56.09499999991385,139.235,0
1.8049999998765998,41.364999997313134,141.189,0
1.7499999958090484,44.060000000172295,143.869,0
1.5350000030593947,54.77000000246335,154.529,0
1.4599999994970858,63.34999999671709,146.489,0
2.139999996870756,43.26999999466352,143.079,0
1.839999997173436,117.48000000079628,117.48,0
3.2700000010663643,48.75000000174623,131.885,0
1.485000000684522,51.250000004074536,167.639,0
2.0450000010896474,46.79500000202097,129.925,0
3.7200000006123446,48.37500000576256,131.5,0
1.9749999992200173,49.93000000104075,133.065,0
1.4950000040698797,52.35499999980675,152.119,0
2.25499999942258,58.414999999513384,124.925,0
2.3849999997764826,51.659999997355044,151.42,0
1.6600000017206185,46.164999999746215,162.55,0
1.9200000024284236,45.86000000563217,129,0
1.6200000027311035,46.05499999888707,129.235,0
2.40499999927124,56.754999997792765,123.26,0
1.4300000038929284,61.22999999934109,177.675,0
2.6199999992968515,62.96999999904074,162.734,0
1.7049999951268546,50.76499999995576,150.529,0
1.900000002933666,52.90499999682652,152.674,0
1.8550000022514723,60.09500000072876,143.235,0
1.4700000028824434,54.15000000357395,137.28,0
1.6299999988405034,41.584999999031425,141.349,0
1.949999998032581,63.64000000030501,130.145,0
1.729999996314291,53.31999999907566,136.454,0
3.385000003618188,49.05500000313623,148.809,0
2.210000006016344,51.22000000119442,150.985,0
1.4650000011897646,55.67500000324799,155.435,0
2.2400000016205013,59.014999998908024,142.149,0
2.4300000004586764,51.059999997960404,134.185,0
2.209999998740386,54.37499999970896,154.134,0
2.1550000019487925,50.62999999790918,133.755,0
1.4999999984866008,45.044999998935964,144.8,0
1.9699999975273386,46.080000000074506,129.209,0
1.6949999990174547,47.814999998081475,147.569,0
1.7850000003818423,52.33500000031199,152.105,0
1.630000006116461,56.99000000458909,123.44,0
2.17500000144355,45.96499999752268,145.779,0
2.4699999994481914,46.48000000452157,129.605,0
2.5750000058906153,61.95000000298023,128.459,0
2.2399999943445437,53.9649999991525,137.099,0
2.18499999755295,51.715000001422595,134.85,0
2.3999999975785613,51.944999999250285,135.08,0
1.870000000053551,46.450000001641456,146.26,0
3.250000001571607,48.24000000371598,131.375,0
1.9849999953294173,121.05999999766937,121.059,0
2.3450000007869676,41.70500000327593,124.895,0
2.0000000004074536,45.16999999759719,144.979,0
1.7450000013923272,50.76000000553904,133.89,0
1.9949999987147748,121.80000000080327,121.8,0
1.5399999974761158,44.67999999906169,127.869,0
3.9200000028358772,63.24500000482658,129.755,0
1.4950000040698797,57.00500000239117,123.465,0
2.31500000518281,61.01000000489876,144.145,0
1.304999997955747,51.77499999990687,134.904,0
1.6450000039185397,59.09999999857973,142.234,0
4.249999998137355,49.295000004349276,132.429,0
2.449999999953434,56.38500000350177,139.515,0
1.4799999989918433,63.25499999366002,163.019,0
1.5500000008614734,51.639999997860286,151.409,0
2.050000002782326,118.54000000312226,118.54,0
2.294999998412095,60.590000000956934,143.72,0
2.03499999770429,52.09999999351567,135.224,0
1.7049999951268546,50.49999999755528,133.629,0
1.6949999990174547,56.78500000067288,156.544,0
1.9950000059907325,63.32000000111293,146.515,0
1.5399999974761158,59.774999994260725,126.224,0
1.7650000008870848,122.97000000398839,122.97,0
4.284999995434191,65.32000000152038,148.454,0
1.640000002225861,53.61500000435626,136.75,0
1.5700000003562309,47.72000000230037,130.855,0
1.6249999971478246,47.18499999580672,147.004,0
2.370000001974404,59.92500000138534,159.679,0
2.4150000026565976,59.84500000340631,159.6,0
2.1599999963655137,51.98999999993248,135.125,0
1.8550000022514723,47.449999998207204,130.584,0

