1,18:42:34.263,Thread Group 1-1,WebDriver home page,1029,Success,63260,0,0,0
10,18:42:40.998,Thread Group 1-1,WebDriver click mail,641,Success,63276,0,0,0
100,18:43:43.366,Thread Group 1-1,WebDriver home page,605,Success,63207,0,0,0
101,18:43:44.023,Thread Group 1-1,WebDriver click mail,703,Success,63208,0,0,0
102,18:43:44.773,Thread Group 1-1,WebDriver click mail,686,Success,63212,0,0,0
103,18:43:45.507,Thread Group 1-1,WebDriver click mail,675,Success,63209,0,0,0
104,18:43:46.221,Thread Group 1-1,WebDriver click mail,651,Success,63198,0,0,0
105,18:43:46.921,Thread Group 1-1,WebDriver click mail,639,Success,63206,0,0,0
106,18:43:47.603,Thread Group 1-1,WebDriver click mail,653,Success,63211,0,0,0
107,18:43:48.291,Thread Group 1-1,WebDriver click mail,643,Success,63207,0,0,0
108,18:43:48.980,Thread Group 1-1,WebDriver click mail,653,Success,63202,0,0,0
109,18:43:49.671,Thread Group 1-1,WebDriver click mail,654,Success,63225,0,0,0
11,18:42:41.684,Thread Group 1-1,WebDriver click mail,645,Success,63313,0,0,0
110,18:43:50.360,Thread Group 1-1,WebDriver click mail,666,Success,63192,0,0,0
111,18:43:51.065,Thread Group 1-1,WebDriver home page,601,Success,63127,0,0,0
112,18:43:51.714,Thread Group 1-1,WebDriver click mail,696,Success,63114,0,0,0
113,18:43:52.451,Thread Group 1-1,WebDriver click mail,673,Success,63115,0,0,0
114,18:43:53.174,Thread Group 1-1,WebDriver click mail,665,Success,63127,0,0,0
115,18:43:53.888,Thread Group 1-1,WebDriver click mail,649,Success,63125,0,0,0
116,18:43:54.584,Thread Group 1-1,WebDriver click mail,80,Success,63125,0,0,0
117,18:43:54.701,Thread Group 1-1,WebDriver click mail,640,Success,63120,0,0,0
118,18:43:55.388,Thread Group 1-1,WebDriver click mail,648,Success,63123,0,0,0
119,18:43:56.077,Thread Group 1-1,WebDriver click mail,630,Success,63105,0,0,0
12,18:42:42.379,Thread Group 1-1,WebDriver home page,616,Success,63241,0,0,0
120,18:43:56.754,Thread Group 1-1,WebDriver click mail,643,Success,63121,0,0,0
121,18:43:57.435,Thread Group 1-1,WebDriver click mail,629,Success,63128,0,0,0
122,18:43:58.109,Thread Group 1-1,WebDriver home page,602,Success,63314,0,0,0
123,18:43:58.761,Thread Group 1-1,WebDriver click mail,702,Success,63342,0,0,0
124,18:43:59.510,Thread Group 1-1,WebDriver click mail,666,Success,63311,0,0,0
125,18:44:00.221,Thread Group 1-1,WebDriver click mail,684,Success,63319,0,0,0
126,18:44:00.949,Thread Group 1-1,WebDriver click mail,680,Success,63333,0,0,0
127,18:44:01.679,Thread Group 1-1,WebDriver click mail,656,Success,63308,0,0,0
128,18:44:02.385,Thread Group 1-1,WebDriver click mail,650,Success,63321,0,0,0
129,18:44:03.074,Thread Group 1-1,WebDriver click mail,657,Success,63321,0,0,0
13,18:42:43.044,Thread Group 1-1,WebDriver click mail,702,Success,63222,0,0,0
130,18:44:03.781,Thread Group 1-1,WebDriver click mail,649,Success,63305,0,0,0
131,18:44:04.473,Thread Group 1-1,WebDriver click mail,654,Success,63305,0,0,0
132,18:44:05.176,Thread Group 1-1,WebDriver click mail,652,Success,63306,0,0,0
133,18:44:05.875,Thread Group 1-1,WebDriver home page,596,Success,63105,0,0,0
134,18:44:06.536,Thread Group 1-1,WebDriver click mail,686,Success,63118,0,0,0
135,18:44:07.267,Thread Group 1-1,WebDriver click mail,691,Success,63120,0,0,0
136,18:44:08.006,Thread Group 1-1,WebDriver click mail,682,Success,63119,0,0,0
137,18:44:08.737,Thread Group 1-1,WebDriver click mail,677,Success,63107,0,0,0
138,18:44:09.463,Thread Group 1-1,WebDriver click mail,662,Success,63107,0,0,0
139,18:44:10.173,Thread Group 1-1,WebDriver click mail,661,Success,63118,0,0,0
14,18:42:43.774,Thread Group 1-1,WebDriver click mail,690,Success,63220,0,0,0
140,18:44:10.869,Thread Group 1-1,WebDriver click mail,628,Success,63129,0,0,0
141,18:44:11.546,Thread Group 1-1,WebDriver click mail,652,Success,63109,0,0,0
142,18:44:12.239,Thread Group 1-1,WebDriver click mail,632,Success,63122,0,0,0
143,18:44:12.920,Thread Group 1-1,WebDriver click mail,640,Success,63127,0,0,0
144,18:44:13.608,Thread Group 1-1,WebDriver home page,598,Success,63199,0,0,0
145,18:44:14.254,Thread Group 1-1,WebDriver click mail,696,Success,63205,0,0,0
146,18:44:14.997,Thread Group 1-1,WebDriver click mail,687,Success,63216,0,0,0
147,18:44:15.732,Thread Group 1-1,WebDriver click mail,673,Success,63199,0,0,0
148,18:44:16.453,Thread Group 1-1,WebDriver click mail,663,Success,63243,0,0,0
149,18:44:17.167,Thread Group 1-1,WebDriver click mail,651,Success,63224,0,0,0
15,18:42:44.512,Thread Group 1-1,WebDriver click mail,654,Success,63227,0,0,0
150,18:44:17.861,Thread Group 1-1,WebDriver click mail,630,Success,63203,0,0,0
151,18:44:18.536,Thread Group 1-1,WebDriver click mail,644,Success,63204,0,0,0
152,18:44:19.227,Thread Group 1-1,WebDriver click mail,639,Success,63217,0,0,0
153,18:44:19.909,Thread Group 1-1,WebDriver click mail,640,Success,63223,0,0,0
154,18:44:20.597,Thread Group 1-1,WebDriver click mail,622,Success,63209,0,0,0
155,18:44:21.266,Thread Group 1-1,WebDriver home page,602,Success,63140,0,0,0
156,18:44:21.921,Thread Group 1-1,WebDriver click mail,681,Success,63151,0,0,0
157,18:44:22.650,Thread Group 1-1,WebDriver click mail,694,Success,63138,0,0,0
158,18:44:23.392,Thread Group 1-1,WebDriver click mail,682,Success,63143,0,0,0
159,18:44:24.117,Thread Group 1-1,WebDriver click mail,657,Success,63139,0,0,0
16,18:42:45.213,Thread Group 1-1,WebDriver click mail,641,Success,63220,0,0,0
160,18:44:24.817,Thread Group 1-1,WebDriver click mail,644,Success,63142,0,0,0
161,18:44:25.497,Thread Group 1-1,WebDriver click mail,633,Success,63138,0,0,0
162,18:44:26.182,Thread Group 1-1,WebDriver click mail,622,Success,63142,0,0,0
163,18:44:26.851,Thread Group 1-1,WebDriver click mail,648,Success,63161,0,0,0
164,18:44:27.547,Thread Group 1-1,WebDriver click mail,641,Success,63144,0,0,0
165,18:44:28.237,Thread Group 1-1,WebDriver click mail,651,Success,63147,0,0,0
166,18:44:28.930,Thread Group 1-1,WebDriver home page,597,Success,63317,0,0,0
167,18:44:29.579,Thread Group 1-1,WebDriver click mail,700,Success,63290,0,0,0
168,18:44:30.324,Thread Group 1-1,WebDriver click mail,100,Success,63290,0,0,0
169,18:44:30.467,Thread Group 1-1,WebDriver click mail,692,Success,63292,0,0,0
17,18:42:45.899,Thread Group 1-1,WebDriver click mail,652,Success,63232,0,0,0
170,18:44:31.205,Thread Group 1-1,WebDriver click mail,669,Success,63282,0,0,0
171,18:44:31.922,Thread Group 1-1,WebDriver click mail,634,Success,63281,0,0,0
172,18:44:32.602,Thread Group 1-1,WebDriver click mail,643,Success,63299,0,0,0
173,18:44:33.295,Thread Group 1-1,WebDriver click mail,650,Success,63293,0,0,0
174,18:44:33.980,Thread Group 1-1,WebDriver click mail,646,Success,63306,0,0,0
175,18:44:34.673,Thread Group 1-1,WebDriver click mail,643,Success,63288,0,0,0
176,18:44:35.364,Thread Group 1-1,WebDriver click mail,635,Success,63288,0,0,0
177,18:44:36.050,Thread Group 1-1,WebDriver home page,597,Success,63191,0,0,0
178,18:44:36.694,Thread Group 1-1,WebDriver click mail,679,Success,63183,0,0,0
179,18:44:37.418,Thread Group 1-1,WebDriver click mail,686,Success,63176,0,0,0
18,18:42:46.598,Thread Group 1-1,WebDriver click mail,636,Success,63206,0,0,0
180,18:44:38.148,Thread Group 1-1,WebDriver click mail,694,Success,63165,0,0,0
181,18:44:38.893,Thread Group 1-1,WebDriver click mail,671,Success,63183,0,0,0
182,18:44:39.614,Thread Group 1-1,WebDriver click mail,653,Success,63188,0,0,0
183,18:44:40.316,Thread Group 1-1,WebDriver click mail,655,Success,63189,0,0,0
184,18:44:41.006,Thread Group 1-1,WebDriver click mail,646,Success,63183,0,0,0
185,18:44:41.699,Thread Group 1-1,WebDriver click mail,652,Success,63179,0,0,0
186,18:44:42.398,Thread Group 1-1,WebDriver click mail,636,Success,63183,0,0,0
187,18:44:43.073,Thread Group 1-1,WebDriver click mail,639,Success,63165,0,0,0
188,18:44:43.761,Thread Group 1-1,WebDriver home page,602,Success,63250,0,0,0
