timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1623515111048,411,WebDriver home page,200,OK,Thread Group 1-1,text,true,,14197,0,1,1,http://localhost:8000/ma_i7cDoK7mzIZRmjNnEJci,0,0,0
1623515111487,73,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14205,0,1,1,http://localhost:8000/ma_r0VIxMgInG05tqiLYJEM,0,0,0
1623515111597,89,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74233,0,1,1,http://localhost:8000/ma_T57pBs3IhfcdlzTAtyuq,0,0,0
1623515111764,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74255,0,1,1,http://localhost:8000/ma_pF3ZTxdmj99DUxZ4puVj,0,0,0
1623515111884,71,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74266,0,1,1,http://localhost:8000/ma_i0gznbfdbJLk0kbY2KYm,0,0,0
1623515112000,64,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74265,0,1,1,http://localhost:8000/ma_YQYk5qUVLEhapjCxf5VO,0,0,0
1623515112096,79,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37079,0,1,1,http://localhost:8000/ma_InX3kpfE3QoY3t49wlYv,0,0,0
1623515112363,120,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74227,0,1,1,http://localhost:8000/ma_3byzZx8toqIbgEOXgcWL,0,0,0
1623515112527,94,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13979,0,1,1,http://localhost:8000/ma_mvnNURG6vj5SngS8RDaO,0,0,0
1623515112655,93,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37088,0,1,1,http://localhost:8000/ma_qN8IUtSQV4YI29eZexY1,0,0,0
1623515112789,89,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13985,0,1,1,http://localhost:8000/ma_ct9KgB9DJv1cVOdaDkoU,0,0,0
1623515112909,87,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37081,0,1,1,http://localhost:8000/ma_gv8NkDulsie7IyA8cAvJ,0,0,0
