timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1617117262647,423,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117263178,98,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14001,0,1,1,http://localhost:8888/,0,0,0
1617117263337,89,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14004,0,1,1,http://localhost:8888/,0,0,0
1617117263480,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13994,0,1,1,http://localhost:8888/,0,0,0
1617117263604,107,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74254,0,1,1,http://localhost:8888/,0,0,0
1617117263768,81,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14220,0,1,1,http://localhost:8888/,0,0,0
1617117263888,101,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74254,0,1,1,http://localhost:8888/,0,0,0
1617117264045,68,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13986,0,1,1,http://localhost:8888/,0,0,0
1617117264150,78,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14215,0,1,1,http://localhost:8888/,0,0,0
1617117264273,83,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14249,0,1,1,http://localhost:8888/,0,0,0
1617117264405,70,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14222,0,1,1,http://localhost:8888/,0,0,0
1617117264513,175,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117264744,212,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37090,0,1,1,http://localhost:8888/,0,0,0
1617117265020,72,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14001,0,1,1,http://localhost:8888/,0,0,0
1617117265127,73,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37092,0,1,1,http://localhost:8888/,0,0,0
1617117265238,102,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74256,0,1,1,http://localhost:8888/,0,0,0
1617117265394,79,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74240,0,1,1,http://localhost:8888/,0,0,0
1617117265524,69,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14223,0,1,1,http://localhost:8888/,0,0,0
1617117265623,69,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14212,0,1,1,http://localhost:8888/,0,0,0
1617117265726,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14220,0,1,1,http://localhost:8888/,0,0,0
1617117265841,65,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14209,0,1,1,http://localhost:8888/,0,0,0
1617117265937,70,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14214,0,1,1,http://localhost:8888/,0,0,0
1617117266045,154,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117266266,78,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14229,0,1,1,http://localhost:8888/,0,0,0
1617117266378,70,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13994,0,1,1,http://localhost:8888/,0,0,0
1617117266484,75,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37092,0,1,1,http://localhost:8888/,0,0,0
1617117266600,67,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14209,0,1,1,http://localhost:8888/,0,0,0
1617117266709,90,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74260,0,1,1,http://localhost:8888/,0,0,0
1617117266847,82,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14001,0,1,1,http://localhost:8888/,0,0,0
1617117266971,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14222,0,1,1,http://localhost:8888/,0,0,0
1617117267090,80,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14010,0,1,1,http://localhost:8888/,0,0,0
1617117267209,71,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14220,0,1,1,http://localhost:8888/,0,0,0
1617117267317,100,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117267475,153,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117267689,97,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37096,0,1,1,http://localhost:8888/,0,0,0
1617117267834,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37090,0,1,1,http://localhost:8888/,0,0,0
1617117267950,66,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14001,0,1,1,http://localhost:8888/,0,0,0
1617117268046,81,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37096,0,1,1,http://localhost:8888/,0,0,0
1617117268163,105,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74249,0,1,1,http://localhost:8888/,0,0,0
1617117268319,72,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13986,0,1,1,http://localhost:8888/,0,0,0
1617117268430,80,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37100,0,1,1,http://localhost:8888/,0,0,0
1617117268557,77,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14209,0,1,1,http://localhost:8888/,0,0,0
1617117268674,95,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74248,0,1,1,http://localhost:8888/,0,0,0
1617117268825,73,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14245,0,1,1,http://localhost:8888/,0,0,0
1617117268929,174,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117269179,95,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37100,0,1,1,http://localhost:8888/,0,0,0
1617117269309,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14006,0,1,1,http://localhost:8888/,0,0,0
1617117269428,79,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14245,0,1,1,http://localhost:8888/,0,0,0
1617117269544,78,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14004,0,1,1,http://localhost:8888/,0,0,0
1617117269656,65,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14247,0,1,1,http://localhost:8888/,0,0,0
1617117269758,96,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,74244,0,1,1,http://localhost:8888/,0,0,0
1617117269916,81,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14229,0,1,1,http://localhost:8888/,0,0,0
1617117270031,77,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14001,0,1,1,http://localhost:8888/,0,0,0
1617117270146,67,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14011,0,1,1,http://localhost:8888/,0,0,0
1617117270251,68,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13997,0,1,1,http://localhost:8888/,0,0,0
1617117270350,158,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117270579,90,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37092,0,1,1,http://localhost:8888/,0,0,0
1617117270707,78,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13986,0,1,1,http://localhost:8888/,0,0,0
1617117270820,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13994,0,1,1,http://localhost:8888/,0,0,0
1617117270933,72,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14247,0,1,1,http://localhost:8888/,0,0,0
1617117271032,73,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37086,0,1,1,http://localhost:8888/,0,0,0
1617117271138,62,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37096,0,1,1,http://localhost:8888/,0,0,0
1617117271234,64,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14216,0,1,1,http://localhost:8888/,0,0,0
1617117271337,60,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14223,0,1,1,http://localhost:8888/,0,0,0
1617117271423,59,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13986,0,1,1,http://localhost:8888/,0,0,0
1617117271509,56,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,13994,0,1,1,http://localhost:8888/,0,0,0
1617117271595,161,WebDriver home page,200,OK,Thread Group 1-1,text,true,,74245,0,1,1,http://localhost:8888/,0,0,0
1617117271806,82,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,37093,0,1,1,http://localhost:8888/,0,0,0
1617117271921,62,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14004,0,1,1,http://localhost:8888/,0,0,0
1617117272010,64,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,14209,0,1,1,http://localhost:8888/,0,0,0
