timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1616597364197,766,WebDriver home page,200,OK,Thread Group 1-1,text,true,,39286,0,1,1,http://localhost:8888/ma_oTDVvQZn3hE9zCinzvkF,0,0,0
1616597364995,133,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39291,0,1,1,http://localhost:8888/ma_X3F1qKOwe6q6Dx4vJQDQ,0,0,0
1616597365168,110,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16414,0,1,1,http://localhost:8888/ma_KYPeuk4RBg5IR9GNdE5V,0,0,0
1616597365314,123,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76445,0,1,1,http://localhost:8888/ma_xrHEed94BZE75NbYAIf4,0,0,0
1616597365512,97,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39295,0,1,1,http://localhost:8888/ma_6ek1VQt1YLvrDtpQEtvT,0,0,0
1616597365651,102,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39332,0,1,1,http://localhost:8888/ma_cXM7sGbrahlqUFQEqmh5,0,0,0
1616597365791,91,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39294,0,1,1,http://localhost:8888/ma_Hro0efRwtbQhyMWTL4x1,0,0,0
1616597365918,89,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16196,0,1,1,http://localhost:8888/ma_6ek1VQt1YLvrDtpQEtvT,0,0,0
1616597366031,79,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16415,0,1,1,http://localhost:8888/ma_6G7otXy7ImXRSybVJfqm,0,0,0
1616597366138,607,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76443,0,1,1,http://localhost:8888/ma_rjav8UE9kLnCy4I8VOWJ,0,0,0
1616597366794,614,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39296,0,1,1,http://localhost:8888/ma_6G7otXy7ImXRSybVJfqm,0,0,0
1616597367455,587,WebDriver home page,200,OK,Thread Group 1-1,text,true,,16118,0,1,1,http://localhost:8888/ma_zrgI6EsCaCFDf0djc0J5,0,0,0
1616597368082,141,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16111,0,1,1,http://localhost:8888/ma_piBWKcPWAKh30FbNifXE,0,0,0
1616597368252,106,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39205,0,1,1,http://localhost:8888/ma_n3NdWjI5hvyJImb7nDO9,0,0,0
1616597368423,112,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16327,0,1,1,http://localhost:8888/ma_aPhlnRCsTnJpz0KadQ9c,0,0,0
1616597368563,98,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76345,0,1,1,http://localhost:8888/ma_ivnqOd8GlXgGOGkylGzY,0,0,0
1616597368738,100,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16324,0,1,1,http://localhost:8888/ma_n3NdWjI5hvyJImb7nDO9,0,0,0
1616597368873,612,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39212,0,1,1,http://localhost:8888/ma_2ZdVFeaZFKRKMIMX6dyo,0,0,0
1616597369529,123,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39212,0,1,1,http://localhost:8888/ma_NiFqMKOC83r9S30gZGP7,0,0,0
1616597369686,102,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39197,0,1,1,http://localhost:8888/ma_So1bXHVqOxVGYQ8ZI5Z2,0,0,0
1616597369826,76,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16094,0,1,1,http://localhost:8888/ma_ivnqOd8GlXgGOGkylGzY,0,0,0
1616597369930,92,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16135,0,1,1,http://localhost:8888/ma_1ZEUrD5IqZy0im3Gxqzc,0,0,0
1616597370051,570,WebDriver home page,200,OK,Thread Group 1-1,text,true,,16214,0,1,1,http://localhost:8888/ma_s64sru8ftFx418JmOZLt,0,0,0
1616597370661,137,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76478,0,1,1,http://localhost:8888/ma_Ng4tJaZ9glyDXIsHJOBp,0,0,0
1616597370860,103,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16436,0,1,1,http://localhost:8888/ma_96Qt5Bx1EnYJLVOl0Hvr,0,0,0
1616597370989,112,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76472,0,1,1,http://localhost:8888/ma_aXAHr7mbWiPIyY7ZbkCm,0,0,0
1616597371164,99,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16439,0,1,1,http://localhost:8888/ma_wyDIuquFWd75tt6lwJLI,0,0,0
1616597371292,101,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16432,0,1,1,http://localhost:8888/ma_KQqjXvvqzNba2kdRCQjS,0,0,0
1616597371418,94,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16434,0,1,1,http://localhost:8888/ma_64fIdpaLfHle5JW1s0Ld,0,0,0
1616597371544,103,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76469,0,1,1,http://localhost:8888/ma_96Qt5Bx1EnYJLVOl0Hvr,0,0,0
1616597371707,128,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76458,0,1,1,http://localhost:8888/ma_8qU0bq5b96l5desqh9pa,0,0,0
1616597371883,93,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39316,0,1,1,http://localhost:8888/ma_nwPKaj0rTrwobvi29cbe,0,0,0
1616597372022,622,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16219,0,1,1,http://localhost:8888/ma_7fc60v3oRoMJWpdBUdNx,0,0,0
1616597372674,595,WebDriver home page,200,OK,Thread Group 1-1,text,true,,16136,0,1,1,http://localhost:8888/ma_fQfZJ0itVW7HHJkN925g,0,0,0
1616597373310,148,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39241,0,1,1,http://localhost:8888/ma_KCnV2DJdukHhFQ5TNPya,0,0,0
1616597373517,102,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16142,0,1,1,http://localhost:8888/ma_HW9NQxIumQzTNsucIwI1,0,0,0
