timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1617181631183,314,WebDriver home page,200,OK,Thread Group 1-1,text,true,,16231,0,1,1,http://localhost:8888/ma_vdruohJALy1rsBNYyLb5,0,0,0
1617181631588,178,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76489,0,1,1,http://localhost:8888/ma_hrmveC4zCpr9QcPKNhBV,0,0,0
1617181631830,142,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76471,0,1,1,http://localhost:8888/ma_VgoD5GvIlfNnek8YuisP,0,0,0
1617181632032,235,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39341,0,1,1,http://localhost:8888/ma_NNfiGGKrvh4pIiRnpptL,0,0,0
1617181632321,109,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16455,0,1,1,http://localhost:8888/ma_ExWD968Y9IYy9Q7b937T,0,0,0
1617181632484,111,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39329,0,1,1,http://localhost:8888/ma_VS7OCpD6FrpNSFCgG9Yu,0,0,0
1617181632645,121,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39341,0,1,1,http://localhost:8888/ma_95zSpub4xk9jHCadh3aP,0,0,0
1617181632828,120,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39342,0,1,1,http://localhost:8888/ma_RsK7AgogzUWeyWXJu62o,0,0,0
1617181632998,114,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39327,0,1,1,http://localhost:8888/ma_MYRVtb71FjrLQgnmozWX,0,0,0
1617181633166,115,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76465,0,1,1,http://localhost:8888/ma_NlI9UlO7VMNA84JJFJ3J,0,0,0
1617181633348,126,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76481,0,1,1,http://localhost:8888/ma_3xMoTagGMSpJpWjjzLTO,0,0,0
1617181633533,98,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16231,0,1,1,http://localhost:8888/ma_vdruohJALy1rsBNYyLb5,0,0,0
1617181633672,109,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39337,0,1,1,http://localhost:8888/ma_CoMoKe8IZ6niSplniN1y,0,0,0
1617181633826,104,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39342,0,1,1,http://localhost:8888/ma_RsK7AgogzUWeyWXJu62o,0,0,0
1617181633979,154,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76491,0,1,1,http://localhost:8888/ma_EoGhwhSj3mdAYkMcr11C,0,0,0
1617181634207,99,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16237,0,1,1,http://localhost:8888/ma_xzkcQyrNHpRZRd6aY0sY,0,0,0
1617181634353,93,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16226,0,1,1,http://localhost:8888/ma_YDPwr8ILOe0xiYLhKtQS,0,0,0
1617181634493,96,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16218,0,1,1,http://localhost:8888/ma_ioHeYNlJX9adL47YtwxT,0,0,0
1617181634625,100,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16226,0,1,1,http://localhost:8888/ma_UasVHu4Osqy7mUWQmN60,0,0,0
1617181634759,92,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16233,0,1,1,http://localhost:8888/ma_iFEa3v9jTdolwkaqGkRA,0,0,0
1617181634890,99,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16445,0,1,1,http://localhost:8888/ma_gkd41s5VUgUuTqbI47DF,0,0,0
1617181635038,87,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16226,0,1,1,http://localhost:8888/ma_YDPwr8ILOe0xiYLhKtQS,0,0,0
1617181635163,110,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39335,0,1,1,http://localhost:8888/ma_fczLavXQBmqLCHSpQIKt,0,0,0
1617181635314,94,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16477,0,1,1,http://localhost:8888/ma_D5YQGLNC3g9Hlfbv6jyh,0,0,0
1617181635440,83,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16231,0,1,1,http://localhost:8888/ma_vdruohJALy1rsBNYyLb5,0,0,0
1617181635557,114,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76465,0,1,1,http://localhost:8888/ma_NlI9UlO7VMNA84JJFJ3J,0,0,0
1617181635724,110,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76478,0,1,1,http://localhost:8888/ma_yZ3LPGvcCjFG0laKpDjG,0,0,0
1617181635903,107,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39342,0,1,1,http://localhost:8888/ma_RsK7AgogzUWeyWXJu62o,0,0,0
1617181636055,95,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16456,0,1,1,http://localhost:8888/ma_MLYDq2zsqNnNH4LzXsM7,0,0,0
1617181636185,87,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16232,0,1,1,http://localhost:8888/ma_1M2PZkjKhnUnka5xVdx2,0,0,0
1617181636308,75,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16232,0,1,1,http://localhost:8888/ma_1M2PZkjKhnUnka5xVdx2,0,0,0
1617181636416,90,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16231,0,1,1,http://localhost:8888/ma_UGKIConEtwOYjO1jmk6Q,0,0,0
1617181636541,117,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76491,0,1,1,http://localhost:8888/ma_EoGhwhSj3mdAYkMcr11C,0,0,0
1617181636702,114,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39327,0,1,1,http://localhost:8888/ma_yq3BE8RCcGTtczlVOOU7,0,0,0
1617181636857,92,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16439,0,1,1,http://localhost:8888/ma_cMACzQKth1WjcB09ffgf,0,0,0
1617181636987,110,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76481,0,1,1,http://localhost:8888/ma_3xMoTagGMSpJpWjjzLTO,0,0,0
1617181637153,84,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16477,0,1,1,http://localhost:8888/ma_D5YQGLNC3g9Hlfbv6jyh,0,0,0
1617181637278,103,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16226,0,1,1,http://localhost:8888/ma_Clshec8N4N60A14Lq3bV,0,0,0
1617181637418,106,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76489,0,1,1,http://localhost:8888/ma_hrmveC4zCpr9QcPKNhBV,0,0,0
1617181637596,107,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76482,0,1,1,http://localhost:8888/ma_672K84Hp39CJ7XryA7Ow,0,0,0
1617181637766,113,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39327,0,1,1,http://localhost:8888/ma_MYRVtb71FjrLQgnmozWX,0,0,0
1617181637931,107,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16235,0,1,1,http://localhost:8888/ma_P69aXiFWsE8uA9WVSNrU,0,0,0
1617181638078,85,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16477,0,1,1,http://localhost:8888/ma_D5YQGLNC3g9Hlfbv6jyh,0,0,0
1617181638202,99,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16455,0,1,1,http://localhost:8888/ma_ExWD968Y9IYy9Q7b937T,0,0,0
1617181638338,96,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39320,0,1,1,http://localhost:8888/ma_046fxSWr8nxryNijgOj1,0,0,0
1617181638479,66,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39320,0,1,1,http://localhost:8888/ma_046fxSWr8nxryNijgOj1,0,0,0
1617181638577,106,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76490,0,1,1,http://localhost:8888/ma_TdeZTWKQeZdIeLlcnicp,0,0,0
1617181638748,103,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39328,0,1,1,http://localhost:8888/ma_5mrOnny0iMj92RlMMgQE,0,0,0
1617181638904,95,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76465,0,1,1,http://localhost:8888/ma_NlI9UlO7VMNA84JJFJ3J,0,0,0
1617181639062,90,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16226,0,1,1,http://localhost:8888/ma_UasVHu4Osqy7mUWQmN60,0,0,0
1617181639184,97,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76478,0,1,1,http://localhost:8888/ma_yZ3LPGvcCjFG0laKpDjG,0,0,0
1617181639350,86,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16231,0,1,1,http://localhost:8888/ma_UGKIConEtwOYjO1jmk6Q,0,0,0
1617181639471,100,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39319,0,1,1,http://localhost:8888/ma_vr5A0sVhkt6QCj5wRXMa,0,0,0
1617181639608,107,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39329,0,1,1,http://localhost:8888/ma_VS7OCpD6FrpNSFCgG9Yu,0,0,0
1617181639753,79,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16477,0,1,1,http://localhost:8888/ma_D5YQGLNC3g9Hlfbv6jyh,0,0,0
1617181639865,65,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16477,0,1,1,http://localhost:8888/ma_D5YQGLNC3g9Hlfbv6jyh,0,0,0
1617181639959,100,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39337,0,1,1,http://localhost:8888/ma_CoMoKe8IZ6niSplniN1y,0,0,0
1617181640103,82,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16220,0,1,1,http://localhost:8888/ma_5a9NS3bpcOkDMtyfwnws,0,0,0
1617181640226,117,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76465,0,1,1,http://localhost:8888/ma_NlI9UlO7VMNA84JJFJ3J,0,0,0
1617181640397,615,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16237,0,1,1,http://localhost:8888/ma_xzkcQyrNHpRZRd6aY0sY,0,0,0
1617181641040,88,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16238,0,1,1,http://localhost:8888/ma_vuxjii29u3v1vT4Ng5jo,0,0,0
1617181641163,116,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39332,0,1,1,http://localhost:8888/ma_IfxsZhXtfSXxBBuoJQem,0,0,0
1617181641322,71,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16237,0,1,1,http://localhost:8888/ma_xzkcQyrNHpRZRd6aY0sY,0,0,0
1617181641440,80,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16226,0,1,1,http://localhost:8888/ma_Clshec8N4N60A14Lq3bV,0,0,0
1617181641552,91,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16459,0,1,1,http://localhost:8888/ma_IL0hKrLuPkMBNViQUI71,0,0,0
1617181641678,108,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,76491,0,1,1,http://localhost:8888/ma_EoGhwhSj3mdAYkMcr11C,0,0,0
1617181641842,109,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39337,0,1,1,http://localhost:8888/ma_CoMoKe8IZ6niSplniN1y,0,0,0
1617181641987,61,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,39337,0,1,1,http://localhost:8888/ma_CoMoKe8IZ6niSplniN1y,0,0,0
1617181642077,81,WebDriver click mail,200,OK,Thread Group 1-1,text,true,,16228,0,1,1,http://localhost:8888/ma_IHaECTYYBGo4JaO0ekyo,0,0,0
