FCP,TTFB,LCP,FID
122.8899999987334,12.3100000055274,272.519,2.0649999933084473
124.77500000386499,8.155000003171153,291.035,2.4249999987659976
119.64000000443775,6.829999998444691,219.355,2.19499999366235
119.64000000443775,6.829999998444691,219.355,2.19499999366235
119.64000000443775,6.829999998444691,219.355,2.19499999366235
119.64000000443775,6.829999998444691,219.355,2.19499999366235
119.64000000443775,6.829999998444691,219.355,2.19499999366235
119.64000000443775,6.829999998444691,219.355,2.19499999366235
119.64000000443775,6.829999998444691,219.355,2.19499999366235
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455
195.54000000061933,78.81999999517575,361.864,0.8600000001024455

